HRB #,District Contributor ID,Name of Historic Site or Structure,APN,Street #,Street Name,City ,Zip Code,Comm. Plan Area,Neighborhood,Date Designated ,Designation Criteria,Other Inventory Listings,Architectural Style,"Year Built",Architect and/or Builder,Historic Individ,Historic District,Staff Report Number
993,,Lisbon & Margaret Durham/Thomas Shepherd House,357-022-05,364,Via del Norte,San Diego,92037,La Jolla,La Jolla,4/28/11,"C (Architecture)D (Master Architect/Builder)",,California Ranch,1948-1951 ,Thomas Shepherd ,,,HRB 11-023
994,,Jack and Neva Millan Spec House #1 ,443-442-13,1737,W. Arbor Drive ,San Diego,92103,Uptown,Mission Hills,4/28/11,C (Architecture),,Vernacular Craftsman,1923,,,,HRB 11-024
995,,Harry and Hattie Stone House ,452-537-17,3330,Albatross Street,San Diego,92103,Uptown,Park West,5/26/11,C (Architecture),,Craftsman,1908-1921 ,,,,HRB-11-027
996,,Fredrick and Ada Sedgwick/Pear Pearson House,453-222-27,3602,Villa Terrace,San Diego,92104,Greater North Park,North Park,5/26/11,"C (Architecture)D (Master Architect/Builder)",,Craftsman ,1921-1922 ,Pear Pearson,,,HRB-11-029
997,,Emma Spargle Chanter/Martin V. Melhorn House ,443-473-02,4139,Palmetto Way,San Diego,92103,Uptown,Mission Hills,5/26/11,"C (Architecture)D (Master Architect/Builder)",,Craftsman style with Japanese influences ,1922,Martin V. Melhorn ,,,HRB-11-031
998,,Ida Kuhn House ,451-243-03,3607,Lark Street,San Diego,92103,Uptown,Midtown,5/26/11,C (Architecture),,Spanish Eclectic ,1924,,,,HRB-11-032
999,,George F. Hopkins House ,452-554-36,3223,2nd Avenue,San Diego,92103,Uptown,Park West,5/26/11,C (Architecture),,Craftsman ,c.1909,,,,HRB-11-015
1000,,Parker and Dorothy Seitz/ Thomas Shepherd House ,351-142-15,7123,Olivetas Avenue,San Diego,92037,La Jolla,La Jolla,6/23/11,D (Master Architect/Builder),,Colonial Revival ,1933,Thomas Shepherd,,,HRB 11-042
1001,,Mary Maschal House,539-423-11,1436,31st Street,San Diego,92102,Greater Golden Hill,Golden Hill,6/23/11,"A (Special Element)B (Historic Person)C (Architecture)",,Craftsman,1913,,Mary Maschal,,HRB 11-035
1002,,Carl B. and Matilda G. Hays Spec House No. 1 ,440-373-10,4909,Kensington Drive,San Diego,92116,Kensington-Talmadge,Kensington,6/23/11,C (Architecture),,Spanish Eclectic,1928,,,,HRB 11-036
1003,,Robert and Cora Anderson and Leonard and Helga Johnson Spec. House #1,465-331-02,4363,North Talmadge Drive,San Diego,92116,Kensington-Talmadge,Kensington,6/23/11,C (Architecture),,Spanish Eclectic,1930,,,,HRB 11-037
1004,,Sidney O. Spaulding House ,539-281-11,1730,Dale Street,San Diego,92102,Greater Golden Hill,Golden Hill,6/23/11,C (Architecture),,Craftsman style with Tudor influences ,ca. 1909 ,,,,HRB 11-038
1005,,John and Emilie Wahrenberger/Martin V. Melhorn House ,443-684-01,1329,Fort Stockton Drive,San Diego,92103,Uptown,Mission Hills,6/23/11,D (Master Architect/Builder),,Craftsman,1911,Martin V. Melhorn,,,HRB 11-039
1006,,Lt. Earl and Mildred De Long/William H. Wheeler/A. L. and A. E. Dennstedt House,440-372-09,4990,Westminster Terrace,San Diego,92116,Kensington-Talmadge,Kensington,6/23/11,"C (Architecture)D (Master Architect/Builder)",,Spanish Eclectic,1935,"William H. WheelerA. L. and A. E. Dennstedt ",,,HRB 11-040
1007,,John K. and Judith B. Wells Spec House #1,352-353-12,6758,Muirlands Drive,San Diego,92037,La Jolla,La Jolla,6/23/11,C (Architecture),,French Eclectic ,1928,,,,HRB 11-041
1008,,North Park Dryden Historic District,,,,San Diego,92104,Greater North Park,North Park,6/23/11,"A (Special Element of Development)C (Architecture)D (Master Builders)",,,1912-1941,,,North Park Dryden Historic District,HRB 11-033
1008,1008-001,North Park Dryden Historic District Contributor,453-404-06,"34052812","28th StreetUpas Street",San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,"19361941",,,North Park Dryden Historic District,HRB 11-033
1008,1008-002,North Park Dryden Historic District Contributor,453-404-05,3411,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1937,,,North Park Dryden Historic District,HRB 11-033
1008,1008-003,North Park Dryden Historic District Contributor,453-392-11,3412,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1917,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-004,North Park Dryden Historic District Contributor,453-404-04,3419,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1924,James G. Lennon,,North Park Dryden Historic District,HRB 11-033
1008,1008-005,North Park Dryden Historic District Contributor,453-392-10,3420,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,Eugene C. Harrington,,North Park Dryden Historic District,HRB 11-033
1008,1008-006,North Park Dryden Historic District Contributor,453-404-03,3429,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1924,Charles E. Harris,,North Park Dryden Historic District,HRB 11-033
1008,1008-007,North Park Dryden Historic District Contributor,453-404-02,3435,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1924,Weston M. Hicks,,North Park Dryden Historic District,HRB 11-033
1008,1008-008,North Park Dryden Historic District Contributor,453-404-01,3445,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1925,Weston M. Hicks,,North Park Dryden Historic District,HRB 11-033
1008,1008-009,John Carman Thurston House,453-392-07,3446,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #456,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-010,Kline/Dryden House,453-401-07,3505,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #452,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-011,North Park Dryden Historic District Contributor,453-333-24,3506,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1921,Theodore Lohman/Lance V. Consaul,,North Park Dryden Historic District,HRB 11-033
1008,1008-012,North Park Dryden Historic District Contributor,453-401-13,3511,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1925,John Pearson,,North Park Dryden Historic District,HRB 11-033
1008,1008-013,North Park Dryden Historic District Contributor,453-232-16,3516,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-014,North Park Dryden Historic District Contributor,453-401-14,3519,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1924,Edward W. Newman,,North Park Dryden Historic District,HRB 11-033
1008,1008-015,Winslow R. Parsons Spec House #1 ,453-333-22,3520,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #962,Craftsman,1916,Edward F. Bryans,,North Park Dryden Historic District,HRB 11-033
1008,1008-016,North Park Dryden Historic District Contributor,453-333-21,3528,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,,,North Park Dryden Historic District,HRB 11-033
1008,1008-017,North Park Dryden Historic District Contributor,453-333-20,3536,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1915,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-018,North Park Dryden Historic District Contributor,453-333-19,3544-46,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1915,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-019,North Park Dryden Historic District Contributor,453-244-06,3553,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1915,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-020,North Park Dryden Historic District Contributor,453-333-18,3554,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-021,North Park Dryden Historic District Contributor,453-333-17,3560,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1915,Augustus Blaisbell,,North Park Dryden Historic District,HRB 11-033
1008,1008-022,J. B. Draper Spec House No. 1,453-244-05,3563,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #835,Prairie,1916,James Blaine Draper,,North Park Dryden Historic District,HRB 11-033
1008,1008-023,John Kenney House,453-244-14,3571,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #428,Craftsman,1915,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-024,North Park Dryden Historic District Contributor,453-333-14,3584,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1924,,,North Park Dryden Historic District,HRB 11-033
1008,1008-025,North Park Dryden Historic District Contributor,453-244-02,3585,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Walter C. Cole,,North Park Dryden Historic District,HRB 11-033
1008,1008-026,North Park Dryden Historic District Contributor,453-333-13,"35942777","28th StreetDwight Street",San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1926,Joseph C. Kelley,,North Park Dryden Historic District,HRB 11-033
1008,1008-027,North Park Dryden Historic District Contributor,453-244-01,3595,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Walter C. Cole,,North Park Dryden Historic District,HRB 11-033
1008,1008-028,North Park Dryden Historic District Contributor,453-241-07,3605,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1919,Theodore Lohman,,North Park Dryden Historic District,HRB 11-033
1008,1008-029,North Park Dryden Historic District Contributor,453-232-24,3614,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-030,North Park Dryden Historic District Contributor,453-241-09,3619,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,Augustus Blaisbell,,North Park Dryden Historic District,HRB 11-033
1008,1008-031,North Park Dryden Historic District Contributor,453-241-10,3629,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Charles W. Clendenning,,North Park Dryden Historic District,HRB 11-033
1008,1008-032,North Park Dryden Historic District Contributor,453-232-22,3630,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1915,James Blaine Draper,,North Park Dryden Historic District,HRB 11-033
1008,1008-033,North Park Dryden Historic District Contributor,453-241-11,3635,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1920,Henry Preibisius,,North Park Dryden Historic District,HRB 11-033
1008,1008-034,North Park Dryden Historic District Contributor,453-232-21,3638,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916 & 1917,James Blaine Draper/David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-035,North Park Dryden Historic District Contributor,453-232-20,3644,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Prairie,1916,James Blaine Draper,,North Park Dryden Historic District,HRB 11-033
1008,1008-036,North Park Dryden Historic District Contributor,453-241-12,3645,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1918,Harry A. Malcolm,,North Park Dryden Historic District,HRB 11-033
1008,1008-037,North Park Dryden Historic District Contributor,453-232-18,3660,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,Harry A. Malcolm,,North Park Dryden Historic District,HRB 11-033
1008,1008-038,North Park Dryden Historic District Contributor,453-232-17,3668,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Charles W. Clendenning,,North Park Dryden Historic District,HRB 11-033
1008,1008-039,North Park Dryden Historic District Contributor,453-232-16,3676,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #1033,Craftsman,1916,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-040,North Park Dryden Historic District Contributor,453-232-15,3686,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Joseph C. Kelley,,North Park Dryden Historic District,HRB 11-033
1008,1008-041,North Park Dryden Historic District Contributor,453-232-14,3696,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1921,C.M. Williams,,North Park Dryden Historic District,HRB 11-033
1008,1008-042,North Park Dryden Historic District Contributor,453-092-27,3706,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1917,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-043,North Park Dryden Historic District Contributor,453-104-05,3711,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1921,Edward F. Bryans,,North Park Dryden Historic District,HRB 11-033
1008,1008-044,North Park Dryden Historic District Contributor,453-104-04,3719,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,John F. Cordrey,,North Park Dryden Historic District,HRB 11-033
1008,1008-045,North Park Dryden Historic District Contributor,453-104-03,3727,28th Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,A.C. Leich,,North Park Dryden Historic District,HRB 11-033
1008,1008-046,North Park Dryden Historic District Contributor,453-401-16,2801-03,Capps Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,George W. Houser,,North Park Dryden Historic District,HRB 11-033
1008,1008-047,North Park Dryden Historic District Contributor,453-401-11,2815-17,Capps Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Minimal Traditional,1941,,,North Park Dryden Historic District,HRB 11-033
1008,1008-048,North Park Dryden Historic District Contributor,453-332-27,2627,Dwight Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,English Cottage,1923,,,North Park Dryden Historic District,HRB 11-033
1008,1008-049,North Park Dryden Historic District Contributor,453-092-13,2710,Landis Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,Thomas J. Lassiter,,North Park Dryden Historic District,HRB 11-033
1008,1008-050,North Park Dryden Historic District Contributor,453-232-01,2715,Landis Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1921,,,North Park Dryden Historic District,HRB 11-033
1008,1008-051,North Park Dryden Historic District Contributor,453-092-14,2716,Landis Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913 & 1917,Thomas J. Lassiter,,North Park Dryden Historic District,HRB 11-033
1008,1008-052,North Park Dryden Historic District Contributor,453-232-14,2727-29,Landis Street,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1919,,,North Park Dryden Historic District,HRB 11-033
1008,1008-053,North Park Dryden Historic District Contributor,453-332-16,2632-38,Myrtle Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Minimal Traditional,1940,L.A. Henderson,,North Park Dryden Historic District,HRB 11-033
1008,1008-054,North Park Dryden Historic District Contributor,453-391-14,3404,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1924,Ralph Hurlburt/Charles Tifal,,North Park Dryden Historic District,HRB 11-033
1008,1008-055,North Park Dryden Historic District Contributor,453-391-16,3420,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1913,Edward F. Bryans,,North Park Dryden Historic District,HRB 11-033
1008,1008-056,North Park Dryden Historic District Contributor,453-391-17,3424,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1920,Karl Sachs,,North Park Dryden Historic District,HRB 11-033
1008,1008-057,North Park Dryden Historic District Contributor,453-392-03,3423-25,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1922,Karl Sachs,,North Park Dryden Historic District,HRB 11-033
1008,1008-058,North Park Dryden Historic District Contributor,453-391-18,3432,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1919,Alexander Schreiber,,North Park Dryden Historic District,HRB 11-033
1008,1008-059,North Park Dryden Historic District Contributor,453-392-01-01,3439,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1912,John N.D. Griffith,,North Park Dryden Historic District,HRB 11-033
1008,1008-060,North Park Dryden Historic District Contributor,453-391-19,3444,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1926,Quality Building Co. & Security,,North Park Dryden Historic District,HRB 11-033
1008,1008-061,North Park Dryden Historic District Contributor,453-391-20,3448,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Spanish Eclectic,1926,Quality Building Co. & Security,,North Park Dryden Historic District,HRB 11-033
1008,1008-062,Addie McGill/David O. Dryden House Spec House No. 1,453-333-12,3503,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),HRB #839,Craftsman,1917,David Owen Dryden,,North Park Dryden Historic District,HRB 11-033
1008,1008-063,North Park Dryden Historic District Contributor,453-332-17,3510-12,Pershing Avenue,San Diego,92104,Greater North Park,North Park,6/23/11,F (District Contributor),,Craftsman,1916,Edward F. Bryans,,North Park Dryden Historic District,HRB 11-033
